"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Venda Quantidade";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Custo Fiscal Unit.";"Custo Fiscal Total (Estq)";"Custo Fiscal Total";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"69,73";"ROBERTO : CHOC FERRERO KINDER BUENO WHITE 39g";"13877";"UN 1";"2,000";"10,99";"21,98";"0,01";"0,00";"0,00";"0,00";"2,76";"5,51";"0,02";"25,07";"52,22";"34,30";"14,44";"14,44";"0,00";"0,00";"0,00";"2,03";"0,00";"0,00";"0,00";"0,00";"5,51";"0,02";"27,62";"0,082";"0,00";"0,078";"0,000";"0,000";"6,56";"668,63";"13,11";"0,00";"0,00";"0,00"
"69,73";"ROBERTO : CHOC GAROTO 25g CROCANTE";"10134";"UN 1";"2,000";"3,49";"6,98";"0,00";"0,00";"0,00";"0,00";"1,12";"2,23";"0,01";"31,95";"70,24";"41,26";"4,10";"4,10";"0,00";"0,00";"0,00";"0,65";"0,00";"0,00";"0,00";"0,00";"2,23";"0,01";"35,20";"0,050";"0,00";"0,050";"0,000";"0,000";"2,05";"0,00";"4,10";"0,00";"0,00";"0,00"
"69,75";"ROBERTO : CHOC GRANULADO DORI 120g ORIGINAL";"1842";"UN 1";"6,000";"4,89";"29,34";"0,02";"0,00";"0,00";"0,00";"1,74";"10,42";"0,03";"35,51";"81,11";"44,79";"16,20";"16,20";"0,00";"0,00";"0,00";"2,71";"0,00";"0,00";"0,00";"0,00";"10,42";"0,03";"39,13";"0,750";"0,01";"0,720";"0,002";"14.670,000";"2,70";"13,50";"16,20";"0,00";"0,00";"0,00"
"69,79";"ROBERTO : CHOC KINDER OVO T1 20g AZUL";"13862";"UN 1";"4,000";"12,99";"51,96";"0,04";"0,00";"0,00";"0,00";"3,64";"14,56";"0,04";"28,02";"49,14";"32,95";"34,84";"32,60";"0,00";"0,00";"0,00";"4,81";"0,00";"0,00";"0,00";"0,00";"14,56";"0,04";"30,88";"0,140";"0,00";"0,080";"0,001";"51.960,000";"7,97";"956,67";"31,89";"0,00";"0,00";"0,00"
"69,81";"ROBERTO : CHOC KINDER OVO T1 20g ROSA";"13856";"UN 1";"2,000";"12,99";"25,98";"0,02";"0,00";"0,00";"0,00";"3,60";"7,20";"0,02";"27,71";"49,14";"32,95";"17,42";"16,37";"0,00";"0,00";"0,00";"2,40";"0,00";"0,00";"0,00";"0,00";"7,20";"0,02";"30,54";"0,070";"0,00";"0,040";"0,000";"0,000";"8,19";"368,42";"16,37";"0,00";"0,00";"0,00"
"69,81";"ROBERTO : CHOC LACTA 28g AO LEITE";"19052";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,57";"1,57";"0,00";"31,46";"53,07";"34,67";"3,26";"2,95";"0,00";"0,00";"0,00";"0,46";"0,00";"0,00";"0,00";"0,00";"1,57";"0,00";"34,67";"0,028";"0,00";"0,028";"0,000";"0,000";"2,96";"227,58";"2,96";"0,00";"0,00";"0,00"
"69,82";"ROBERTO : CHOC LACTA 28g DIAMANTE NEGRO";"19051";"UN 1";"3,000";"4,99";"14,97";"0,01";"0,00";"0,00";"0,00";"1,57";"4,72";"0,01";"31,53";"53,22";"34,74";"9,77";"8,86";"0,00";"0,00";"0,00";"1,38";"0,00";"0,00";"0,00";"0,00";"4,72";"0,01";"34,74";"0,084";"0,00";"0,084";"0,000";"0,000";"2,96";"298,53";"8,87";"0,00";"0,00";"0,00"
"69,83";"ROBERTO : CHOC LACTA 28g LAKA";"19050";"UN 1";"4,000";"4,99";"19,96";"0,01";"0,00";"0,00";"0,00";"1,58";"6,30";"0,02";"31,56";"53,30";"34,77";"13,02";"11,82";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"6,30";"0,02";"34,78";"0,112";"0,00";"0,112";"0,000";"0,000";"2,96";"174,36";"11,82";"0,00";"0,00";"0,00"
"69,87";"ROBERTO : CHOC NESTLÉ 33g PRESTÍGIO AO LEITE";"11228";"UN 1";"18,000";"3,49";"62,82";"0,04";"0,00";"0,00";"0,00";"0,88";"15,76";"0,04";"25,09";"58,64";"36,96";"39,60";"30,96";"0,00";"0,00";"0,00";"16,10";"0,00";"0,00";"0,00";"0,00";"15,76";"0,04";"33,73";"0,594";"0,01";"0,594";"0,001";"62.820,000";"2,46";"41,87";"44,33";"0,00";"0,00";"0,00"
"69,87";"ROBERTO : CHOC NESTLÉ 33g PRESTÍGIO DOCE DE LEITE";"11003";"UN 1";"2,000";"3,49";"6,98";"0,00";"0,00";"0,00";"0,00";"1,17";"2,33";"0,01";"33,38";"74,06";"42,55";"4,01";"4,01";"0,00";"0,00";"0,00";"0,65";"0,00";"0,00";"0,00";"0,00";"2,33";"0,01";"36,78";"0,270";"0,00";"0,066";"0,000";"0,000";"2,00";"14,02";"4,01";"0,00";"0,00";"0,00"
"69,87";"ROBERTO : CHOC NESTLÉ KIT KAT 41,5g BRANCO";"11521";"UN 1";"1,000";"4,49";"4,49";"0,00";"0,00";"0,00";"0,00";"-1,07";"-1,07";"0,00";"-23,83";"1,81";"1,78";"4,41";"4,41";"0,00";"0,00";"0,00";"1,15";"0,00";"0,00";"0,00";"0,00";"-1,07";"0,00";"-32,04";"0,042";"0,00";"0,042";"0,000";"0,000";"2,97";"359,08";"2,97";"0,00";"0,00";"0,00"
"69,87";"ROBERTO : CHOC NUTELLA B-READY 22g";"13800";"UN 1";"1,000";"5,99";"5,99";"0,00";"0,00";"0,00";"0,00";"1,82";"1,82";"0,00";"30,38";"51,65";"34,06";"3,95";"3,61";"0,00";"0,00";"0,00";"0,55";"0,00";"0,00";"0,00";"0,00";"1,82";"0,00";"33,48";"0,023";"0,00";"0,022";"0,000";"0,000";"3,61";"600,01";"3,61";"0,00";"0,00";"0,00"
"69,88";"ROBERTO : CHOC SNICKERS 42g BRANCO";"6549";"UN 1";"3,000";"4,99";"14,97";"0,01";"0,00";"0,00";"0,00";"1,36";"4,08";"0,01";"27,25";"42,98";"30,06";"10,47";"9,50";"0,00";"0,00";"0,00";"1,38";"0,00";"0,00";"0,00";"0,00";"4,08";"0,01";"30,03";"0,129";"0,00";"0,126";"0,000";"0,000";"3,16";"1.518,21";"9,49";"0,00";"0,00";"0,00"
"69,88";"ROBERTO : CHOC SNICKERS 42g DARK";"7074";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,58";"1,58";"0,00";"31,66";"53,54";"34,87";"3,25";"2,95";"0,00";"0,00";"0,00";"0,46";"0,00";"0,00";"0,00";"0,00";"1,58";"0,00";"34,89";"0,045";"0,00";"0,042";"0,000";"0,000";"2,78";"941,08";"2,78";"0,00";"0,00";"0,00"
"69,89";"ROBERTO : CHOC SNICKERS 42g DUPLO CHOC";"21359";"UN 1";"4,000";"4,99";"19,96";"0,01";"0,00";"0,00";"0,00";"1,38";"5,51";"0,02";"27,61";"58,41";"36,87";"12,60";"12,60";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"5,51";"0,02";"30,42";"0,180";"0,00";"0,168";"0,000";"0,000";"3,15";"803,25";"12,60";"0,00";"0,00";"0,00"
"69,91";"ROBERTO : CHOC SNICKERS 42g MORANGO";"7096";"UN 1";"5,000";"4,99";"24,95";"0,02";"0,00";"0,00";"0,00";"1,36";"6,81";"0,02";"27,29";"42,98";"30,06";"17,45";"15,84";"0,00";"0,00";"0,00";"2,31";"0,00";"0,00";"0,00";"0,00";"6,81";"0,02";"30,08";"0,225";"0,00";"0,210";"0,000";"0,000";"3,07";"888,26";"15,37";"0,00";"0,00";"0,00"
"69,94";"ROBERTO : CHOC SNICKERS 42g MOUSSE MARACUJÁ";"7083";"UN 1";"8,000";"4,99";"39,92";"0,03";"0,00";"0,00";"0,00";"1,38";"11,03";"0,03";"27,63";"58,41";"36,87";"25,20";"25,20";"0,00";"0,00";"0,00";"3,69";"0,00";"0,00";"0,00";"0,00";"11,03";"0,03";"30,45";"0,360";"0,00";"0,336";"0,001";"39.920,000";"3,15";"513,45";"25,20";"0,00";"0,00";"0,00"
"69,98";"ROBERTO : CHOC SNICKERS 45g ORIGINAL";"7437";"UN 1";"13,000";"4,99";"64,87";"0,04";"0,00";"0,00";"0,00";"1,36";"17,70";"0,05";"27,29";"42,98";"30,06";"45,37";"41,17";"0,00";"0,00";"0,00";"6,00";"0,00";"0,00";"0,00";"0,00";"17,70";"0,05";"30,07";"0,598";"0,01";"0,585";"0,001";"64.870,000";"3,03";"1.981,56";"39,33";"0,00";"0,00";"0,00"
"69,99";"ROBERTO : CHOC SNICKERS PÉ DE MOLEQUE 42g";"7755";"UN 1";"2,000";"4,99";"9,98";"0,01";"0,00";"0,00";"0,00";"1,58";"3,16";"0,01";"31,66";"53,54";"34,87";"6,50";"5,90";"0,00";"0,00";"0,00";"0,92";"0,00";"0,00";"0,00";"0,00";"3,16";"0,01";"34,89";"0,084";"0,00";"0,084";"0,000";"0,000";"2,98";"554,80";"5,97";"0,00";"0,00";"0,00"
"70,00";"ROBERTO : CHOC TORTUGUITA 15,5g AO LEITE CHOC";"2281";"UN 1";"4,000";"1,99";"7,96";"0,01";"0,00";"0,00";"0,00";"0,77";"3,06";"0,01";"38,44";"73,42";"42,34";"4,59";"4,17";"0,00";"0,00";"0,00";"0,74";"0,00";"0,00";"0,00";"0,00";"3,06";"0,01";"42,36";"0,072";"0,00";"0,060";"0,000";"0,000";"1,06";"160,79";"4,23";"0,00";"0,00";"0,00"
"70,00";"ROBERTO : CHOC TORTUGUITA 15,5g BRANCO";"2284";"UN 1";"2,000";"1,99";"3,98";"0,00";"0,00";"0,00";"0,00";"0,77";"1,53";"0,00";"38,44";"73,04";"42,21";"2,30";"2,08";"0,00";"0,00";"0,00";"0,37";"0,00";"0,00";"0,00";"0,00";"1,53";"0,00";"42,36";"0,036";"0,00";"0,030";"0,000";"0,000";"1,04";"143,76";"2,08";"0,00";"0,00";"0,00"
"70,00";"ROBERTO : CHOC TORTUGUITA 15,5g MORANGO";"21971";"UN 1";"1,000";"1,99";"1,99";"0,00";"0,00";"0,00";"0,00";"0,76";"0,76";"0,00";"38,19";"73,04";"42,21";"1,15";"1,04";"0,00";"0,00";"0,00";"0,18";"0,00";"0,00";"0,00";"0,00";"0,76";"0,00";"42,08";"0,018";"0,00";"0,015";"0,000";"0,000";"1,04";"140,63";"1,04";"0,00";"0,00";"0,00"
"70,03";"ROBERTO : CHOCOLATE B HERSHEY'S COOKIES 77g";"1967";"UN 1";"6,000";"8,49";"50,94";"0,03";"0,00";"0,00";"0,00";"1,63";"9,80";"0,03";"19,24";"48,30";"32,57";"34,35";"28,10";"0,00";"0,00";"0,00";"13,04";"0,00";"0,00";"0,00";"0,00";"9,80";"0,03";"25,86";"0,492";"0,01";"0,000";"0,000";"0,000";"4,68";"88,97";"28,10";"0,00";"0,00";"0,00"
"70,04";"ROBERTO : CHOCOLATE BARRA GAROTO 80g AO LEITE";"11856";"UN 1";"1,000";"8,99";"8,99";"0,01";"0,00";"0,00";"0,00";"2,95";"2,95";"0,01";"32,81";"56,35";"36,04";"5,75";"5,21";"0,00";"0,00";"0,00";"0,83";"0,00";"0,00";"0,00";"0,00";"2,95";"0,01";"36,16";"0,085";"0,00";"0,080";"0,000";"0,000";"5,08";"25,41";"5,08";"0,00";"0,00";"0,00"
"70,05";"ROBERTO : CHOCOLATE BARRA GAROTO 80g CAJU";"11853";"UN 1";"1,000";"8,99";"8,99";"0,01";"0,00";"0,00";"0,00";"2,95";"2,95";"0,01";"32,81";"56,08";"35,93";"5,76";"5,21";"0,00";"0,00";"0,00";"0,83";"0,00";"0,00";"0,00";"0,00";"2,95";"0,01";"36,16";"0,085";"0,00";"0,080";"0,000";"0,000";"5,29";"312,02";"5,29";"0,00";"0,00";"0,00"
"70,07";"ROBERTO : CHOCOLATE BARRA GAROTO 80g CRUNCH";"11866";"UN 1";"4,000";"8,99";"35,96";"0,02";"0,00";"0,00";"0,00";"2,95";"11,79";"0,03";"32,79";"56,08";"35,93";"23,04";"20,84";"0,00";"0,00";"0,00";"3,33";"0,00";"0,00";"0,00";"0,00";"11,79";"0,03";"36,13";"0,340";"0,00";"0,320";"0,001";"35.960,000";"5,29";"635,19";"21,17";"0,00";"0,00";"0,00"
"70,11";"ROBERTO : CHOCOLATE BARRA HERSHEYS 77g OVOMALTINE";"1969";"UN 1";"7,000";"8,49";"59,43";"0,04";"0,00";"0,00";"0,00";"2,14";"14,95";"0,04";"25,16";"38,34";"27,71";"42,96";"38,99";"0,00";"0,00";"0,00";"5,50";"0,00";"0,00";"0,00";"0,00";"14,95";"0,04";"27,72";"0,595";"0,01";"0,574";"0,009";"6.603,333";"5,45";"65,45";"38,18";"0,00";"0,00";"0,00"
"70,12";"ROBERTO : CHOCOLATE BARRA HERSHEYS 85g 60% CACAU CRANBERRY";"1985";"UN 1";"1,000";"13,99";"13,99";"0,01";"0,00";"0,00";"0,00";"4,32";"4,32";"0,01";"30,88";"51,57";"34,02";"9,23";"8,38";"0,00";"0,00";"0,00";"1,29";"0,00";"0,00";"0,00";"0,00";"4,32";"0,01";"34,03";"0,087";"0,00";"0,085";"0,000";"0,000";"8,51";"0,00";"8,51";"0,00";"0,00";"0,00"
"70,13";"ROBERTO : CHOCOLATE BARRA HERSHEYS 85g 60% CAFÉ ESPECIAL";"1989";"UN 1";"1,000";"13,99";"13,99";"0,01";"0,00";"0,00";"0,00";"4,32";"4,32";"0,01";"30,88";"51,57";"34,02";"9,23";"8,38";"0,00";"0,00";"0,00";"1,29";"0,00";"0,00";"0,00";"0,00";"4,32";"0,01";"34,03";"0,087";"0,00";"0,085";"0,000";"0,000";"8,43";"8,43";"8,43";"0,00";"0,00";"0,00"
"70,16";"ROBERTO : CHOCOLATE BARRA MILKA 90g ALPINE MILK";"1074";"UN 1";"2,000";"19,99";"39,98";"0,03";"0,00";"0,00";"0,00";"5,32";"10,64";"0,03";"26,61";"55,93";"35,87";"25,64";"25,64";"0,00";"0,00";"0,00";"3,70";"0,00";"0,00";"0,00";"0,00";"10,64";"0,03";"29,33";"0,186";"0,00";"0,000";"0,000";"0,000";"12,82";"0,00";"25,64";"0,00";"0,00";"0,00"
"70,19";"ROBERTO : CHOCOLATE BARRA MILKA BUBBLY 90g ALPINE MILK";"1063";"UN 1";"2,000";"19,99";"39,98";"0,03";"0,00";"0,00";"0,00";"5,32";"10,64";"0,03";"26,61";"55,93";"35,87";"25,64";"25,64";"0,00";"0,00";"0,00";"3,70";"0,00";"0,00";"0,00";"0,00";"10,64";"0,03";"29,33";"0,184";"0,00";"0,000";"0,000";"0,000";"12,82";"76,94";"25,65";"0,00";"0,00";"0,00"
"70,21";"ROBERTO : CHOCOLATE BARRA NESTLÉ 80g CLASSIC DUO";"11982";"UN 1";"3,000";"10,99";"32,97";"0,02";"0,00";"0,00";"0,00";"3,83";"11,48";"0,03";"34,82";"62,25";"38,37";"20,32";"18,44";"0,00";"0,00";"0,00";"3,05";"0,00";"0,00";"0,00";"0,00";"11,48";"0,03";"38,37";"0,249";"0,00";"0,240";"0,000";"0,000";"5,51";"892,04";"16,52";"0,00";"0,00";"0,00"
"70,22";"ROBERTO : CHOCOLATE BARRA NESTLÉ 80g CLASSIC PRESTÍG";"11985";"UN 1";"2,000";"10,99";"21,98";"0,01";"0,00";"0,00";"0,00";"3,83";"7,65";"0,02";"34,80";"62,21";"38,35";"13,55";"12,29";"0,00";"0,00";"0,00";"2,03";"0,00";"0,00";"0,00";"0,00";"7,65";"0,02";"38,35";"0,166";"0,00";"0,160";"0,000";"0,000";"6,20";"1.028,59";"12,39";"0,00";"0,00";"0,00"
"70,23";"ROBERTO : CHOCOLATE BARRA NESTLÉ 80g CRUNCH";"11986";"UN 1";"1,000";"10,99";"10,99";"0,01";"0,00";"0,00";"0,00";"3,82";"3,82";"0,01";"34,76";"62,33";"38,40";"6,77";"6,15";"0,00";"0,00";"0,00";"1,02";"0,00";"0,00";"0,00";"0,00";"3,82";"0,01";"38,30";"0,083";"0,00";"0,080";"0,000";"0,000";"6,20";"861,22";"6,20";"0,00";"0,00";"0,00"
"70,27";"ROBERTO : CHOCOLATE BARRA NESTLÉ 80g GALAK";"11994";"UN 1";"5,000";"10,99";"54,95";"0,04";"0,00";"0,00";"0,00";"3,83";"19,13";"0,05";"34,81";"62,29";"38,38";"33,86";"30,73";"0,00";"0,00";"0,00";"5,08";"0,00";"0,00";"0,00";"0,00";"19,13";"0,05";"38,36";"0,415";"0,01";"0,400";"0,001";"54.950,000";"5,92";"1.859,52";"29,61";"0,00";"0,00";"0,00"
"70,32";"ROBERTO : CHOCOLATE BARRA NESTLÉ 85g ALPINO";"12048";"UN 1";"7,000";"10,99";"76,93";"0,05";"0,00";"0,00";"0,00";"3,83";"26,83";"0,07";"34,88";"62,57";"38,49";"47,32";"42,98";"0,00";"0,00";"0,00";"7,12";"0,00";"0,00";"0,00";"0,00";"26,83";"0,07";"38,43";"0,616";"0,01";"0,595";"0,001";"76.930,000";"6,07";"825,60";"42,49";"0,00";"0,00";"0,00"
"70,33";"ROBERTO : CHOCOLATE BARRA NESTLÉ SUFLAIR 50g AO LEITE";"9505";"UN 1";"1,000";"7,49";"7,49";"0,01";"0,00";"0,00";"0,00";"2,06";"2,06";"0,01";"27,50";"58,02";"36,72";"4,74";"4,74";"0,00";"0,00";"0,00";"0,69";"0,00";"0,00";"0,00";"0,00";"2,06";"0,01";"30,31";"0,051";"0,00";"0,050";"0,000";"0,000";"4,74";"175,29";"4,74";"0,00";"0,00";"0,00"
"70,41";"ROBERTO : CHOCOLATE BARRA NESTLÉ SUFLAIR 80g AO LEITE";"11774";"UN 1";"11,000";"10,99";"120,89";"0,08";"0,00";"0,00";"0,00";"3,83";"42,10";"0,11";"34,83";"62,27";"38,37";"74,50";"67,61";"0,00";"0,00";"0,00";"11,18";"0,00";"0,00";"0,00";"0,00";"42,10";"0,11";"38,37";"0,902";"0,01";"0,550";"0,002";"60.445,000";"6,04";"392,78";"66,47";"0,00";"0,00";"0,00"
"70,45";"ROBERTO : CHOCOLATE BARRA NESTLÉ SUFLAIR 80g DUO";"11776";"UN 1";"6,000";"10,99";"65,94";"0,04";"0,00";"0,00";"0,00";"3,82";"22,94";"0,06";"34,79";"62,33";"38,40";"40,62";"36,90";"0,00";"0,00";"0,00";"6,10";"0,00";"0,00";"0,00";"0,00";"22,94";"0,06";"38,34";"0,492";"0,01";"0,300";"0,001";"65.940,000";"7,13";"285,29";"42,79";"0,00";"0,00";"0,00"
"70,47";"ROBERTO : CHOCOLATE BATON 16g CREME";"9657";"UN 1";"12,000";"2,49";"29,88";"0,02";"0,00";"0,00";"0,00";"1,10";"13,16";"0,04";"44,04";"94,28";"48,53";"15,38";"13,96";"0,00";"0,00";"0,00";"2,76";"0,00";"0,00";"0,00";"0,00";"13,16";"0,04";"48,53";"0,204";"0,00";"0,000";"0,000";"0,000";"1,21";"622,58";"14,56";"0,00";"0,00";"0,00"
"70,48";"ROBERTO : CHOCOLATE CHOCOTRIO GAROTO 90g BONO MORANGO";"12244";"UN 1";"1,000";"10,99";"10,99";"0,01";"0,00";"0,00";"0,00";"3,31";"3,31";"0,01";"30,12";"55,89";"35,85";"7,05";"6,67";"0,00";"0,00";"0,00";"1,02";"0,00";"0,00";"0,00";"0,00";"3,31";"0,01";"33,19";"0,092";"0,00";"0,090";"0,000";"0,000";"6,67";"1.620,04";"6,67";"0,00";"0,00";"0,00"
"70,49";"ROBERTO : CHOCOLATE CHOCOTRIO GAROTO 90g NEGRESCO CHOCO";"12247";"UN 1";"1,000";"10,99";"10,99";"0,01";"0,00";"0,00";"0,00";"2,90";"2,90";"0,01";"26,39";"55,45";"35,67";"7,07";"7,07";"0,00";"0,00";"0,00";"1,02";"0,00";"0,00";"0,00";"0,00";"2,90";"0,01";"29,08";"0,092";"0,00";"0,090";"0,000";"0,000";"6,54";"771,86";"6,54";"0,00";"0,00";"0,00"
"70,52";"ROBERTO : CHOCOLATE DONA BENTA EM PÓ 200g 50% CACAU";"8173";"UN 1";"2,000";"19,99";"39,98";"0,03";"0,00";"0,00";"0,00";"4,35";"8,69";"0,02";"21,74";"89,84";"47,32";"21,06";"21,06";"0,00";"0,00";"0,00";"10,23";"0,00";"0,00";"0,00";"0,00";"8,69";"0,02";"29,21";"0,474";"0,01";"0,400";"0,003";"13.326,667";"10,53";"10,53";"21,06";"0,00";"0,00";"0,00"
"70,54";"ROBERTO : CHOCOLATE EM PÓ SOLÚVEL APTI 200g TRADICIONAL";"1093";"UN 1";"2,000";"11,75";"23,50";"0,02";"0,00";"0,00";"0,00";"2,64";"5,27";"0,01";"22,43";"45,51";"31,28";"16,15";"12,22";"0,00";"0,00";"0,00";"6,01";"0,00";"0,00";"0,00";"0,00";"5,27";"0,01";"30,14";"0,454";"0,01";"0,400";"0,001";"23.500,000";"5,66";"152,72";"11,31";"0,00";"0,00";"0,00"
"70,58";"ROBERTO : CHOCOLATE KINDER JOY T1 20g";"13722";"UN 1";"5,000";"12,41";"62,03";"0,04";"0,00";"0,00";"0,00";"3,09";"15,45";"0,04";"24,91";"42,50";"29,82";"43,53";"40,85";"0,00";"0,00";"0,00";"5,74";"0,00";"0,00";"0,00";"0,00";"15,45";"0,04";"27,45";"0,160";"0,00";"0,000";"0,000";"0,000";"8,17";"326,77";"40,85";"0,00";"0,00";"0,00"
"70,58";"ROBERTO : CHOCOLATE MM´S TUBO 30g";"6433";"UN 1";"1,000";"5,99";"5,99";"0,00";"0,00";"0,00";"0,00";"1,75";"1,75";"0,00";"29,22";"47,54";"32,22";"4,06";"3,69";"0,00";"0,00";"0,00";"0,55";"0,00";"0,00";"0,00";"0,00";"1,75";"0,00";"32,19";"0,037";"0,00";"0,030";"0,000";"0,000";"3,70";"422,08";"3,70";"0,00";"0,00";"0,00"
"70,58";"ROBERTO : CHÁ DR.OETKER C/10 CIDREIRA 10g";"13674";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"1,27";"1,27";"0,00";"18,17";"77,86";"43,78";"3,93";"3,93";"0,00";"0,00";"0,00";"1,79";"0,00";"0,00";"0,00";"0,00";"1,27";"0,00";"24,42";"0,022";"0,00";"0,000";"0,000";"0,000";"3,93";"15,70";"3,93";"0,00";"0,00";"0,00"
"70,59";"ROBERTO : CHÁ DR.OETKER C/15 ERVA DOCE 24g";"13996";"UN 1";"1,000";"8,99";"8,99";"0,01";"0,00";"0,00";"0,00";"1,00";"1,00";"0,00";"11,12";"33,98";"25,36";"6,71";"5,69";"0,00";"0,00";"0,00";"2,30";"0,00";"0,00";"0,00";"0,00";"1,00";"0,00";"14,95";"0,050";"0,00";"0,000";"0,000";"0,000";"4,56";"9,11";"4,56";"0,00";"0,00";"0,00"
"70,60";"ROBERTO : CHÁ LEÃO GELADO C/10 GENG/LIMÃO 25g";"7169";"UN 1";"1,000";"14,99";"14,99";"0,01";"0,00";"0,00";"0,00";"2,34";"2,34";"0,01";"15,61";"35,90";"26,42";"11,03";"8,81";"0,00";"0,00";"0,00";"3,84";"0,00";"0,00";"0,00";"0,00";"2,34";"0,01";"20,98";"0,046";"0,00";"0,025";"0,001";"14.990,000";"8,81";"8,81";"8,81";"0,00";"0,00";"0,00"
"70,61";"ROBERTO : CHÁ LEÃOZINHO C/10 MOR/MARAC 23g";"7450";"UN 1";"1,000";"15,99";"15,99";"0,01";"0,00";"0,00";"0,00";"1,36";"1,36";"0,00";"8,51";"51,71";"34,08";"10,54";"10,54";"0,00";"0,00";"0,00";"4,09";"0,00";"0,00";"0,00";"0,00";"1,36";"0,00";"11,43";"0,041";"0,00";"0,023";"0,001";"15.990,000";"8,42";"33,67";"8,42";"0,00";"0,00";"0,00"
"70,62";"ROBERTO : CHÁ REAL C/10 CAMOMILA/MEL 14g";"11663";"UN 1";"2,000";"5,99";"11,98";"0,01";"0,00";"0,00";"0,00";"1,09";"2,17";"0,01";"18,11";"65,70";"39,65";"7,23";"6,74";"0,00";"0,00";"0,00";"3,07";"0,00";"0,00";"0,00";"0,00";"2,17";"0,01";"24,35";"0,068";"0,00";"0,028";"0,001";"11.980,000";"3,19";"6,39";"6,39";"0,00";"0,00";"0,00"
"70,62";"ROBERTO : CHÁ REAL DETOX AMORA/HIBISCO 15g";"12223";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"1,50";"1,50";"0,00";"21,46";"76,07";"43,20";"3,97";"3,70";"0,00";"0,00";"0,00";"1,79";"0,00";"0,00";"0,00";"0,00";"1,50";"0,00";"28,85";"0,033";"0,00";"0,015";"0,000";"0,000";"3,51";"14,03";"3,51";"0,00";"0,00";"0,00"
"70,62";"ROBERTO : CHÁ REAL ERVAS CAMOMILA 10g";"11658";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,16";"1,16";"0,00";"23,25";"82,78";"45,29";"2,73";"2,55";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"1,16";"0,00";"31,25";"0,020";"0,00";"0,010";"0,000";"0,000";"2,03";"34,58";"2,03";"0,00";"0,00";"0,00"
"70,62";"ROBERTO : CHÁ REAL VERDE 15g";"11670";"UN 1";"1,000";"5,99";"5,99";"0,00";"0,00";"0,00";"0,00";"1,39";"1,39";"0,00";"23,21";"82,07";"45,08";"3,29";"3,07";"0,00";"0,00";"0,00";"1,53";"0,00";"0,00";"0,00";"0,00";"1,39";"0,00";"31,20";"0,034";"0,00";"0,015";"0,000";"0,000";"2,92";"61,34";"2,92";"0,00";"0,00";"0,00"
"70,64";"ROBERTO : COBERTURA CHOC DR OETKER MOEDA 350g AO LEITE";"14269";"UN 1";"1,000";"24,99";"24,99";"0,02";"0,00";"0,00";"0,00";"7,68";"7,68";"0,02";"30,73";"51,27";"33,89";"16,52";"15,00";"0,00";"0,00";"0,00";"2,31";"0,00";"0,00";"0,00";"0,00";"7,68";"0,02";"33,86";"0,363";"0,00";"0,000";"0,000";"0,000";"15,00";"179,94";"15,00";"0,00";"0,00";"0,00"
"70,64";"ROBERTO : COBERTURA PREDILECTA 200g MORANGO";"9352";"UN 1";"1,000";"6,99";"6,99";"0,00";"0,00";"0,00";"0,00";"1,77";"1,77";"0,00";"25,32";"54,30";"35,19";"4,53";"3,43";"0,00";"0,00";"0,00";"1,79";"0,00";"0,00";"0,00";"0,00";"1,77";"0,00";"34,04";"0,270";"0,00";"0,200";"0,000";"0,000";"3,56";"60,53";"3,56";"0,00";"0,00";"0,00"
"70,65";"ROBERTO : COBERTURA PREDILECTA CHOCOLATE 200g";"9394";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"3,16";"3,16";"0,01";"39,55";"82,84";"45,31";"4,37";"4,09";"0,00";"0,00";"0,00";"0,74";"0,00";"0,00";"0,00";"0,00";"3,16";"0,01";"43,58";"0,268";"0,00";"0,200";"0,000";"0,000";"4,07";"378,34";"4,07";"0,00";"0,00";"0,00"
